,id,question,desired_answer,student_answer,score_me,score_other,score_avg,student_amr
2088,12.4,"Briefly, how does selection sort work?","It selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.",selection sort finds the lowest element in the data set and places it behind the pivot point.,5,3.75,4.375,"# ::snt selection sort finds the lowest element in the data set and places it behind the pivot point.
(a / and
      :op1 (f / find-01
            :ARG0 (s / sort-01
                  :ARG1 (s2 / select-01))
            :ARG1 (e / element
                  :ARG1-of (h / have-degree-91
                        :ARG2 (l / low-04
                              :ARG1 e)
                        :ARG3 (m / most))
                  :part-of (s3 / set
                        :consist-of (d / data))))
      :op2 (p / place-01
            :ARG0 s
            :ARG1 e
            :ARG2 (b / behind
                  :op1 (p2 / point
                        :mod (p3 / pivot)))))"
2089,12.4,"Briefly, how does selection sort work?","It selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.","Selection sort iterates through the array one element at a time, seeking the least value from the right and replacing the current value with it.",5,3.75,4.375,"# ::snt Selection sort iterates through the array one element at a time, seeking the least value from the right and replacing the current value with it.
(ii / iterate-01
      :ARG0 (s / sort-01
            :ARG1 (s2 / select-01))
      :ARG1 (a / array)
      :manner (a2 / and
            :op1 (s3 / seek-01
                  :ARG0 s
                  :ARG1 (v / value
                        :ARG1-of (h / have-quant-91
                              :ARG3 (l / least)))
                  :ARG2 (r / right-08))
            :op2 (r2 / replace-01
                  :ARG0 s
                  :ARG1 (v2 / value
                        :time (c / current)
                        :ARG2-of r2))))"
2090,12.4,"Briefly, how does selection sort work?","It selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.","Selection sort traverses an unsorted array looking for the smallest value, when it's found it is put at the beginning of the unsorted array.  Performed several times, this will output a sorted array.",5,5,5,"# ::snt Selection sort traverses an unsorted array looking for the smallest value, when it's found it is put at the beginning of the unsorted array.  Performed several times, this will output a sorted array.
(m / multi-sentence
      :snt1 (a / and
            :op1 (t / traverse-01
                  :ARG0 (s / sort-01
                        :ARG1 (t2 / thing
                              :ARG1-of (s2 / sort-01
                                    :polarity -)))
                  :ARG1 (a2 / array
                        :ARG1-of (s3 / sort-01))
                  :purpose (l / look-01
                        :ARG0 s
                        :ARG1 (t3 / thing
                              :ARG1-of (v / value-01)
                              :ARG1-of (h / have-degree-91
                                    :ARG2 (s4 / small)
                                    :ARG3 (m2 / most)))))
            :op2 (p / put-01
                  :ARG1 t3
                  :ARG2 (b / begin-01
                        :ARG1 (a3 / array
                              :ARG1-of s2
                              :polarity -)))
            :time (f / find-01
                  :ARG1 t3))
      :snt2 (p2 / perform-02
            :ARG1 (t4 / this)
            :frequency (s5 / several))
      :snt3 (o / output-01
            :ARG0 (s6 / sort-01
                  :ARG1 (a4 / array
                        :ARG1-of s3))))"
2091,12.4,"Briefly, how does selection sort work?","It selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.",it runs through the list and finds the smallest (or largest) value and puts it at the appropriate position,5,3.75,4.375,"# ::snt it runs through the list and finds the smallest (or largest) value and puts it at the appropriate position
(a / and
      :op1 (r / run-02
            :ARG0 (ii / it)
            :ARG1 (l / list))
      :op2 (f / find-01
            :ARG0 ii
            :ARG1 (o / or
                  :op1 (v / value
                        :ARG1-of (h / have-degree-91
                              :ARG2 (s / small)
                              :ARG3 (m / most)))
                  :op2 (v2 / value
                        :ARG1-of (h2 / have-degree-91
                              :ARG2 (l2 / large)
                              :ARG3 (m2 / most)))))
      :op2 (p / put-01
            :ARG0 ii
            :ARG1 v
            :ARG2 (p2 / position-01
                  :ARG1-of (a2 / appropriate-02))))"
2092,12.4,"Briefly, how does selection sort work?","It selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.","pick a number, and set all values less than that number to the left, while all numbers on the right of that number is larger.",1,5,3,"# ::snt pick a number, and set all values less than that number to the left, while all numbers on the right of that number is larger.
(c / contrast-01
      :ARG1 (a / and
            :op1 (p / pick-01
                  :mode imperative
                  :ARG0 (y / you)
                  :ARG1 (n / number))
            :op2 (s / set-01
                  :mode imperative
                  :ARG0 y
                  :ARG1 (v / value
                        :mod (a2 / all)
                        :ARG1-of (h / have-quant-91
                              :ARG3 (l / less)
                              :ARG4 (n2 / number
                                    :mod (t / that)))))
            :ARG2 (l2 / left-19))
      :ARG2 (h2 / have-degree-91
            :ARG1 (n3 / number
                  :mod (a3 / all)
                  :location (r / right-08)
                  :ARG1-of r)
            :ARG2 (l3 / large)
            :ARG3 (m / more)))"
2093,12.4,"Briefly, how does selection sort work?","It selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.",It takes the largest item in the unsorted array and swaps it with last item in the unsorted array.,5,3.75,4.375,"# ::snt It takes the largest item in the unsorted array and swaps it with last item in the unsorted array.
(a / and
      :op1 (t / take-01
            :ARG0 (ii / it)
            :ARG1 (ii2 / item
                  :ARG1-of (h / have-degree-91
                        :ARG2 (l / large)
                        :ARG3 (m / most))
                  :part-of (a2 / array
                        :ARG1-of (s / sort-01
                              :polarity -))))
      :op2 (s2 / swap-01
            :ARG0 ii
            :ARG1 ii2
            :ARG2 (ii3 / item
                  :mod (l2 / last)
                  :part-of (a3 / array
                        :ARG1-of (s3 / sort-01
                              :polarity -)))))"
2094,12.4,"Briefly, how does selection sort work?","It selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.","by selecting the first object and comparing it with the next objects to find one that is smaller, if it does it switches the two.  then it comes back the other way and sees if the objects previous to the last one is greater, if it does it switches them.  it does this while decreasing the range it looks at until it finishes in the middle.",1,3.75,2.375,"# ::snt by selecting the first object and comparing it with the next objects to find one that is smaller, if it does it switches the two.  then it comes back the other way and sees if the objects previous to the last one is greater, if it does it switches them.  it does this while decreasing the range it looks at until it finishes in the middle.
(m / multi-sentence
      :snt1 (a / and
            :op1 (a2 / and
                  :op1 (s / select-01
                        :ARG0 (ii / it)
                        :ARG1 (o / object
                              :ord (o2 / ordinal-entity
                                    :value 1)))
                  :op2 (c / compare-01
                        :ARG0 ii
                        :ARG1 o
                        :ARG2 (o3 / object
                              :mod (n / next))
                        :purpose (f / find-01
                              :ARG0 ii
                              :ARG1 (o4 / object
                                    :ARG1-of (h / have-degree-91
                                          :ARG2 (s2 / small)
                                          :ARG3 (m2 / more))))
                        :purpose f
                        :ARG0 ii
                        :ARG1 o4)))
      :snt2 (s3 / switch-01
            :ARG0 (ii2 / it)
            :ARG1 (o5 / object
                  :quant 2
                  :mod n))
      :condition (d / do-02
            :ARG0 ii2)
      :snt3 (a3 / and
            :op1 (c2 / come-01
                  :ARG1 ii2
                  :ARG4 (w / way
                        :mod (o6 / other))
                  :direction (b / back))
            :op2 (s4 / see-01
                  :ARG0 ii2
                  :ARG1 (t / truth-value
                        :polarity-of (h2 / have-degree-91
                              :ARG1 o4
                              :ARG1-of (p / precede-01
                                    :ARG2 (o7 / one
                                          :mod (l / last))))
                        :ARG2 (g / great)
                        :ARG3 (m3 / more))))
      :time (t2 / then)
      :snt3 d
      :ARG0 (ii3 / it)
      :ARG1 (t3 / this)
      :time (d2 / decrease-01
            :ARG0 ii3
            :ARG1 (r / range
                  :ARG1-of (l2 / look-02))))"
2095,12.4,"Briefly, how does selection sort work?","It selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.","Selection sorts works by going through a certain list. Goes through the unsorted list and selecting the largest item in the list and placing it in a sorted array. There are two arrays, unsorted and sorted. Complete these steps until the list is sorted.",5,3.75,4.375,"# ::snt Selection sorts works by going through a certain list. Goes through the unsorted list and selecting the largest item in the list and placing it in a sorted array. There are two arrays, unsorted and sorted. Complete these steps until the list is sorted.
(m / multi-sentence
      :snt1 (w / work-09
            :ARG1 (s / sort-01
                  :ARG1 (t / thing
                        :ARG1-of (s2 / sort-01
                              :polarity -)))
            :manner (g / go-through-20
                  :ARG1 (l / list
                        :mod (c / certain))))
      :snt2 (a / and
            :op1 (g2 / go-through-20
                  :ARG1 (l2 / list
                        :ARG1-of (s3 / sort-01
                              :polarity -)))
            :op2 (s4 / select-01
                  :ARG1 (ii / item
                        :ARG1-of (h / have-degree-91
                              :ARG2 (l3 / large)
                              :ARG3 (m2 / most))))
            :op3 (p / place-01
                  :ARG1 ii
                  :ARG2 (a2 / array
                        :quant 2
                        :ARG1-of (s5 / sort-01))))
      :snt2 (a3 / array
            :quant 2
            :ARG1-of (s6 / sort-01))
      :snt3 (c2 / complete-01
            :mode imperative
            :ARG0 (y / you)
            :ARG1 (s7 / step
                  :mod (t2 / this))
            :time (u / until
                  :op1 (s8 / sort-01
                        :ARG1 (l4 / list)))))"
2096,12.4,"Briefly, how does selection sort work?","It selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.","selection sort works by pulling all of the values off to the side, leaving one value in the list.  It will then insert a value into the list.  if the value is bigger it will go to the right, if smaller if will go to the left.",1,3.75,2.375,"# ::snt selection sort works by pulling all of the values off to the side, leaving one value in the list.  It will then insert a value into the list.  if the value is bigger it will go to the right, if smaller if will go to the left.
(m / multi-sentence
      :snt1 (w / work-09
            :ARG1 (s / sort-01
                  :ARG1 (s2 / select-01))
            :manner (p / pull-01
                  :ARG1 (v / value
                        :mod (a / all))
                  :ARG2 (s3 / side)
                  :ARG0-of (l / leave-13
                        :ARG1 (v2 / value
                              :quant 1)
                        :location (l2 / list))))
      :snt2 (ii / insert-01
            :ARG0 (ii2 / it)
            :ARG1 (v3 / value)
            :ARG2 l2)
      :time (t / then)
      :snt3 (a2 / and
            :op1 (g / go-01
                  :ARG1 (v4 / value)
                  :ARG4 (r / right-08)
                  :condition (b / big
                        :ARG2-of (h / have-degree-91
                              :ARG1 v4
                              :ARG3 (m2 / more))))
            :op2 (g2 / go-01
                  :ARG1 v4
                  :ARG4 (l3 / left-19)
                  :condition (h2 / have-degree-91
                        :ARG1 v4
                        :ARG2 (s4 / small)
                        :ARG3 (m3 / more)))))"
2097,12.4,"Briefly, how does selection sort work?","It selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.",selection sort searches for the smallest element of the remaining data organization and places it at the largest point of the new data organization,5,3.75,4.375,"# ::snt selection sort searches for the smallest element of the remaining data organization and places it at the largest point of the new data organization
(a / and
      :op1 (s / search-01
            :ARG0 (s2 / sort-01
                  :ARG1 (s3 / select-01))
            :ARG1 (e / element
                  :ARG1-of (h / have-degree-91
                        :ARG2 (s4 / small)
                        :ARG3 (m / most))
                  :part-of (o / organization
                        :mod (d / data)
                        :ARG1-of (r / remain-01))))
      :op2 (p / place-01
            :ARG0 s2
            :ARG1 e
            :ARG2 (p2 / point
                  :ARG1-of (h2 / have-degree-91
                        :ARG2 (l / large)
                        :ARG3 (m2 / most))
                  :part-of (o2 / organization
                        :ARG1-of (n / new-01)
                        :mod (d2 / data)))))"
2098,12.4,"Briefly, how does selection sort work?","It selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.","Selection sort sorts an array one element at at time. It first finds the element with the smallest key and puts it into the first location within its array or list, then finds the next smallest and puts it in the second location, and so on.",5,5,5,"# ::snt Selection sort sorts an array one element at at time. It first finds the element with the smallest key and puts it into the first location within its array or list, then finds the next smallest and puts it in the second location, and so on.
(m / multi-sentence
      :snt1 (s / sort-01
            :ARG0 s
            :ARG1 (a / array))
      :ARG1 (e / element
            :quant 1
            :mod (a2 / at-a-time))
      :snt2 (a3 / and
            :op1 (f / find-01
                  :ARG0 (ii / it)
                  :ARG1 (e2 / element
                        :ARG0-of (h / have-03
                              :ARG1 (k / key
                                    :ARG1-of (h2 / have-degree-91
                                          :ARG2 (s2 / small)
                                          :ARG3 (m2 / most)))))
                  :time (f2 / first))
            :op2 (p / put-01
                  :ARG0 ii
                  :ARG1 e2
                  :ARG2 (l / location
                        :ord (o / ordinal-entity
                              :value 1)
                        :part-of (o2 / or
                              :op1 (a4 / array
                                    :poss (ii2 / it)
                                    :op2 (l2 / list)))))
            :op3 (f3 / find-01
                  :ARG0 ii2
                  :ARG1 (e3 / element
                        :ARG1-of (h3 / have-degree-91
                              :ARG2 (s3 / small)
                              :ARG3 (m3 / most))
                        :mod (n / next))
                  :time (t / then))
            :op4 (p2 / put-01
                  :ARG0 ii2
                  :ARG1 e3
                  :ARG2 (l3 / location
                        :ord (o3 / ordinal-entity
                              :value 2)))
            :op5 (e4 / et-cetera)))"
2099,12.4,"Briefly, how does selection sort work?","It selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.","select an element compare it with 2nd element if it is greater, swap it ",1,4.5,2.75,"# ::snt select an element compare it with 2nd element if it is greater, swap it 
(a / and
      :op1 (s / select-01
            :mode imperative
            :ARG0 (y / you)
            :ARG1 (e / element))
      :op2 (c / compare-01
            :mode imperative
            :ARG0 y
            :ARG1 e
            :ARG2 (e2 / element
                  :ord (o / ordinal-entity
                        :value 2))
            :condition (h / have-degree-91
                  :ARG1 e
                  :ARG2 (g / great)
                  :ARG3 (m / more)))
      :op3 (s2 / swap-01
            :mode imperative
            :ARG0 y
            :ARG1 e2))"
2100,12.4,"Briefly, how does selection sort work?","It selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.","it selects the smallest element in a list and switches it with the element in its correct position, then it selects the next smallest and does the same...",5,4.25,4.625,"# ::snt it selects the smallest element in a list and switches it with the element in its correct position, then it selects the next smallest and does the same...
(a / and
      :op1 (a2 / and
            :op1 (s / select-01
                  :ARG0 (ii / it)
                  :ARG1 (e / element
                        :location (l / list)
                        :ARG1-of (h / have-degree-91
                              :ARG2 (s2 / small)
                              :ARG3 (m / most))))
            :op2 (s3 / switch-01
                  :ARG0 ii
                  :ARG1 e
                  :ARG2 (p / position-01
                        :ARG1 e
                        :ARG1-of (c / correct-02))))
      :op3 (a3 / and
            :op1 (s4 / select-01
                  :ARG0 ii
                  :ARG1 (e2 / element
                        :mod (n / next)
                        :ARG1-of (h2 / have-degree-91
                              :ARG2 (s5 / small)
                              :ARG3 (m2 / most))))
            :op2 (d / do-02
                  :ARG0 ii
                  :ARG1 (t / thing
                        :ARG1-of (s6 / same-01)))
            :time (t2 / then)))"
2101,12.4,"Briefly, how does selection sort work?","It selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.",It starts at the first element and replaces it with the smallest element found to the right. It then repeats with the next element in the list.,5,4.25,4.625,"# ::snt It starts at the first element and replaces it with the smallest element found to the right. It then repeats with the next element in the list.
(m / multi-sentence
      :snt1 (a / and
            :op1 (s / start-01
                  :ARG0 (ii / it)
                  :ARG2 (e / element
                        :ord (o / ordinal-entity
                              :value 1)))
            :op2 (r / replace-01
                  :ARG0 ii
                  :ARG1 e
                  :ARG2 (e2 / element
                        :ARG1-of (h / have-degree-91
                              :ARG2 (s2 / small)
                              :ARG3 (m2 / most))
                        :ARG5 (e3 / element
                              :ARG1-of (f / find-01
                                    :location (r2 / relative-position
                                          :op1 (r3 / right)))))))
      :snt2 (r4 / repeat-01
            :ARG0 (ii2 / it)
            :ARG2 (e4 / element
                  :mod (n / next)
                  :location (l / list))
            :time (t / then)))"
2102,12.4,"Briefly, how does selection sort work?","It selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.","selection sort is when you pick a data member and put it in a new array, then you pick another data member and put it in order with the new array, then pick another and insert it in the correct place in the new array, etc etc",1,5,3,"# ::snt selection sort is when you pick a data member and put it in a new array, then you pick another data member and put it in order with the new array, then pick another and insert it in the correct place in the new array, etc etc
(s / sort-01
      :ARG1 (s2 / select-01)
      :ARG2 (a / and
            :op1 (a2 / and
                  :op1 (p / pick-01
                        :ARG0 (y / you)
                        :ARG1 (m / member
                              :mod (d / data)))
                  :op2 (p2 / put-01
                        :ARG0 y
                        :ARG1 m
                        :ARG2 (a3 / array
                              :ARG1-of (n / new-01))))
            :op2 (a4 / and
                  :op1 (p3 / pick-01
                        :ARG0 y
                        :ARG1 (m2 / member
                              :mod (d2 / data)
                              :mod (a5 / another)))
                  :op2 (p4 / put-01
                        :ARG0 y
                        :ARG1 m2
                        :ARG2 (o / order
                              :prep-with (a6 / array
                                    :ARG1-of (n2 / new-01)))))
            :op3 a4
            :op1 p3
            :ARG0 y
            :ARG1 m2)
      :op2 (ii / insert-01
            :ARG0 y
            :ARG1 m2
            :ARG2 (p5 / place
                  :ARG1-of (c / correct-02)
                  :location (a7 / array
                        :ARG1-of (n3 / new-01))))
      :op4 (e / et-cetera))"
2103,12.4,"Briefly, how does selection sort work?","It selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.","it searches through the entire data set for the best element to go in the current position, then it moves up a position and searches through the remainder of the set for the best element for the new position.",5,3,4,"# ::snt it searches through the entire data set for the best element to go in the current position, then it moves up a position and searches through the remainder of the set for the best element for the new position.
(a / and
      :op1 (s / search-01
            :ARG0 (ii / it)
            :ARG1 (s2 / set
                  :consist-of (d / data)
                  :mod (e / entire))
            :ARG2 (e2 / element
                  :ARG1-of (h / have-degree-91
                        :ARG2 (g / good-02
                              :ARG1 e2)
                        :ARG3 (m / most))
                  :purpose (g2 / go-01
                        :ARG4 (p / position
                              :time (c / current)))
                  :ARG1-of g2))
      :op2 (a2 / and
            :op1 (m2 / move-01
                  :ARG1 ii
                  :ARG2 (u / up
                        :op1 (p2 / position)))
            :op2 (s3 / search-01
                  :ARG0 ii
                  :ARG1 (r / remainder
                        :part-of s2)
                  :ARG2 (e3 / element
                        :ARG1-of (h2 / have-degree-91
                              :ARG2 (g3 / good-02
                                    :ARG1 e3)
                              :ARG3 (m3 / most))
                        :purpose (p3 / position
                              :ARG1-of (n / new-01))))
            :time (t / then)))"
2104,12.4,"Briefly, how does selection sort work?","It selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.",selection sort  iterates through the array one element @ a time searching for the right and replacing current value with it.,5,3,4,"# ::snt selection sort  iterates through the array one element @ a time searching for the right and replacing current value with it.
(ii / iterate-01
      :ARG0 (s / sort-01
            :ARG1 (s2 / select-01))
      :ARG1 (a / array)
      :manner (a2 / and
            :op1 (s3 / search-01
                  :ARG0 s
                  :ARG1 (t / thing
                        :ARG1-of (r / right-02)))
            :op2 (r2 / replace-01
                  :ARG0 s
                  :ARG1 (v / value
                        :time (c / current))
                  :ARG2 t)))"
2105,12.5,What is the advantage of linked lists over arrays?,"Linked lists are dynamic structures, which allow for a variable number of elements to be stored.",A link list can grow to a infinite size as a array has a fixes size.,5,5,5,"# ::snt A link list can grow to a infinite size as a array has a fixes size.
(p / possible-01
      :ARG1 (g / grow-01
            :ARG1 (l / list
                  :mod (l2 / link))
            :ARG4 (s / size
                  :mod (ii / infinite)))
      :ARG1-of (c / cause-01
            :ARG0 (h / have-03
                  :ARG0 (a / array)
                  :ARG1 (s2 / size
                        :ARG1-of (f / fix-03)))))"
2106,12.5,What is the advantage of linked lists over arrays?,"Linked lists are dynamic structures, which allow for a variable number of elements to be stored.",The advantage of linked lists is that they are not limited in size like arrays.,5,5,5,"# ::snt The advantage of linked lists is that they are not limited in size like arrays.
(a / advantage-01
      :ARG1 (l / list
            :ARG1-of (l2 / link-01))
      :ARG2 (l3 / limit-01
            :polarity -
            :ARG1 l
            :ARG2 (s / size)
            :ARG1-of (r / resemble-01
                  :ARG2 (a2 / array))))"
2107,12.5,What is the advantage of linked lists over arrays?,"Linked lists are dynamic structures, which allow for a variable number of elements to be stored.",link lists dont have a fixed size,5,5,5,"# ::snt link lists dont have a fixed size
(h / have-03
      :polarity -
      :ARG0 (l / list
            :mod (l2 / link))
      :ARG1 (s / size
            :ARG1-of (f / fix-03)))"
2108,12.5,What is the advantage of linked lists over arrays?,"Linked lists are dynamic structures, which allow for a variable number of elements to be stored.","Linked Lists can be of variable size, where arrays have fixed size.",5,5,5,"# ::snt Linked Lists can be of variable size, where arrays have fixed size.
(p / possible-01
      :ARG1 (h / have-quant-91
            :ARG1 (l / list
                  :ARG1-of (l2 / link-01))
            :ARG2 (s / size
                  :ARG1-of (v / variable-02)))
      :ARG1-of (c / contrast-01
            :ARG2 (h2 / have-quant-91
                  :ARG1 (a / array)
                  :ARG2 (s2 / size
                        :ARG1-of (f / fix-03)))))"
2109,12.5,What is the advantage of linked lists over arrays?,"Linked lists are dynamic structures, which allow for a variable number of elements to be stored.","Linked lists do not have a definite size. They can be as big or as small as needed, and they don't have to allocate extra memory for elements you don't need. Arrays size must be defined.",5,5,5,"# ::snt Linked lists do not have a definite size. They can be as big or as small as needed, and they don't have to allocate extra memory for elements you don't need. Arrays size must be defined.
(m / multi-sentence
      :snt1 (h / have-03
            :polarity -
            :ARG0 (l / list
                  :ARG1-of (l2 / link-01))
            :ARG1 (s / size
                  :ARG1-of (d / definite-02)))
      :snt2 (a / and
            :op1 (p / possible-01
                  :ARG1 (h2 / have-degree-91
                        :ARG1 (t / they)
                        :ARG2 (o / or
                              :op1 (b / big)
                              :op2 (s2 / small))
                        :ARG3 (e / equal)
                        :ARG4 (n / need-01
                              :ARG1 t)))
            :op2 (o2 / obligate-01
                  :polarity -
                  :ARG1 (a2 / allocate-01
                        :ARG0 t
                        :ARG1 (m2 / memory
                              :mod (e2 / extra))
                        :ARG2 (e3 / element
                              :ARG1-of (n2 / need-01
                                    :polarity -
                                    :ARG0 (y / you))))))
      :snt3 (o3 / obligate-01
            :ARG1 (d2 / define-01
                  :ARG1 (s3 / size
                        :poss (a3 / array)))))"
2110,12.5,What is the advantage of linked lists over arrays?,"Linked lists are dynamic structures, which allow for a variable number of elements to be stored.","a linked list has a dynamic size , but an array only has a fixed size and takes allot of extra operations to increase its size.",5,5,5,"# ::snt a linked list has a dynamic size , but an array only has a fixed size and takes allot of extra operations to increase its size.
(c / contrast-01
      :ARG1 (h / have-03
            :ARG0 (l / list
                  :ARG1-of (l2 / link-01))
            :ARG1 (s / size
                  :mod (d / dynamic)))
      :ARG2 (a / and
            :op1 (h2 / have-03
                  :ARG0 (a2 / array)
                  :ARG1 (s2 / size
                        :ARG1-of (f / fix-03)
                        :mod (o / only)))
            :op2 (t / take-10
                  :ARG0 a2
                  :ARG1 (o2 / operation
                        :mod (e / extra)
                        :quant (a3 / allot))
                  :purpose (ii / increase-01
                        :ARG0 a2
                        :ARG1 (s3 / size
                              :poss a2)))))"
2111,12.5,What is the advantage of linked lists over arrays?,"Linked lists are dynamic structures, which allow for a variable number of elements to be stored.",You do not have to predetermine your list size as you do with arrays. Linked list have the ability to be as large as you want them adding memory as needed.,5,5,5,"# ::snt You do not have to predetermine your list size as you do with arrays. Linked list have the ability to be as large as you want them adding memory as needed.
(m / multi-sentence
      :snt1 (o / obligate-01
            :polarity -
            :ARG1 (y / you)
            :ARG2 (p / predetermine-01
                  :ARG0 y
                  :ARG1 (s / size
                        :poss (l / list
                              :poss y))
                  :ARG1-of (r / resemble-01
                        :ARG2 (p2 / predetermine-01
                              :ARG0 y
                              :ARG1 (s2 / size
                                    :poss (a / array))))))
      :snt2 (c / capable-01
            :ARG1 (l2 / list
                  :ARG1-of (l3 / link-01))
            :ARG2 (h / have-degree-91
                  :ARG1 l2
                  :ARG2 (l4 / large)
                  :ARG3 (e / equal)
                  :ARG4 (w / want-01
                        :ARG0 (y2 / you)))
            :ARG0-of (a2 / add-02
                  :ARG1 (m2 / memory)
                  :ARG1-of (n / need-01
                        :ARG0 y2))))"
2112,12.5,What is the advantage of linked lists over arrays?,"Linked lists are dynamic structures, which allow for a variable number of elements to be stored.",The main advantage to a linked list is that it can have it's size adjusted during runtime.,5,5,5,"# ::snt The main advantage to a linked list is that it can have it's size adjusted during runtime.
(a / advantage-01
      :ARG1 (l / list
            :ARG1-of (l2 / link-01))
      :ARG2 (p / possible-01
            :ARG1 (a2 / adjust-01
                  :ARG1 (s / size
                        :poss l)
                  :time (r / runtime)))
      :mod (m / main))"
2113,12.5,What is the advantage of linked lists over arrays?,"Linked lists are dynamic structures, which allow for a variable number of elements to be stored.",Linked lists are able to grow in size. So elements can be added to the list.,5,5,5,"# ::snt Linked lists are able to grow in size. So elements can be added to the list.
(m / multi-sentence
      :snt1 (p / possible-01
            :ARG1 (g / grow-01
                  :ARG1 (s / size
                        :poss (l / list
                              :ARG1-of (l2 / link-01)))))
      :snt2 (c / cause-01
            :ARG0 (p2 / possible-01
                  :ARG1 (a / add-02
                        :ARG1 (e / element)
                        :ARG2 (l3 / list)))))"
2114,12.5,What is the advantage of linked lists over arrays?,"Linked lists are dynamic structures, which allow for a variable number of elements to be stored.","Linked lists are not confined to a specific size, and can have elements added and removed far easier. They are also easier to traverse.",4.5,5,4.75,"# ::snt Linked lists are not confined to a specific size, and can have elements added and removed far easier. They are also easier to traverse.
(m / multi-sentence
      :snt1 (a / and
            :op1 (c / confine-01
                  :polarity -
                  :ARG1 (l / list
                        :ARG1-of (l2 / link-01))
                  :ARG2 (s / size
                        :ARG1-of (s2 / specific-02)))
            :op2 (p / possible-01
                  :ARG1 (h / have-degree-91
                        :ARG1 (a2 / and
                              :op1 (a3 / add-02
                                    :ARG1 (e / element))
                              :op2 (r / remove-01
                                    :ARG1 e))
                        :ARG2 (e2 / easy-05
                              :ARG1 a3)
                        :ARG3 (m2 / more
                              :quant (f / far)))))
      :snt2 (h2 / have-degree-91
            :ARG1 (t / traverse-01
                  :ARG1 (t2 / they))
            :ARG2 (e3 / easy-05
                  :ARG1 t)
            :ARG3 (m3 / more)
            :mod (a4 / also)))"
2115,12.5,What is the advantage of linked lists over arrays?,"Linked lists are dynamic structures, which allow for a variable number of elements to be stored.",There is no predetermined length,5,5,5,"# ::snt There is no predetermined length
(l / length
      :polarity -
      :ARG1-of (d / determine-01
            :ARG1-of (p / predetermine-01)))"
2116,12.5,What is the advantage of linked lists over arrays?,"Linked lists are dynamic structures, which allow for a variable number of elements to be stored.","Inserts into a linked list are far cheaper than an insert into an array. With an array, all items after the one being inserted must me shifted, with a linked list, only the pointers are replaced.",4,5,4.5,"# ::snt Inserts into a linked list are far cheaper than an insert into an array. With an array, all items after the one being inserted must me shifted, with a linked list, only the pointers are replaced.
(m / multi-sentence
      :snt1 (h / have-degree-91
            :ARG1 (ii / insert-01
                  :ARG2 (l / list
                        :ARG1-of (l2 / link-01)))
            :ARG2 (c / cheap-02
                  :ARG1 ii)
            :ARG3 (m2 / more
                  :quant (f / far))
            :ARG4 (ii2 / insert-01
                  :ARG2 (a / array)))
      :snt2 (c2 / contrast-01
            :ARG1 (o / obligate-01
                  :ARG1 (s / shift-01
                        :ARG1 (ii3 / item
                              :mod (a2 / all)
                              :time (a3 / after
                                    :op1 (ii4 / insert-01
                                          :ARG1 (o2 / one)))))
                  :ARG2 (r / replace-01
                        :ARG1 (p / pointer
                              :mod (o3 / only))
                        :condition (l3 / list
                              :ARG1-of (l4 / link-01))))))"
2117,12.5,What is the advantage of linked lists over arrays?,"Linked lists are dynamic structures, which allow for a variable number of elements to be stored.",Linked lists may be dynamically grown.,5,5,5,"# ::snt Linked lists may be dynamically grown.
(p / possible-01
      :ARG1 (g / grow-01
            :ARG1 (l / list
                  :ARG1-of (l2 / link-01))
            :manner (d / dynamic)))"
